-2.5105,6.1194,7.1785
-1.4906,5.4525,6.1194
-0.58839,4.5699,5.1779
0.17651,3.5304,4.2561
0.96104,2.8831,3.4127
0.96104,2.8831,3.4127
1.8633,1.5887,2.4517
2.8439,0.72569,1.6083
3.8442,0.54918,0.82376
4.3542,0.50995,0.098068
4.1776,0.35304,-0.078461
3.8834,-0.70609,0.1373
3.3735,-2.1771,0.41188
3.3735,-2.1771,0.41188
2.8439,-3.5108,1.0199
2.5693,-4.8053,1.6083
2.2948,-6.3743,2.589
2.0202,-8.1199,3.7657
1.7064,-9.3163,4.9818
1.5691,-10.238,6.1586
1.5691,-10.238,6.1586
1.4122,-10.67,6.9823
1.4906,-10.611,7.2961
2.942,-10.219,7.0216
5.0995,-9.3752,7.0804
6.5312,-8.4926,7.8061
6.237,-7.9042,8.5122
3.7854,-7.8453,8.6887
3.7854,-7.8453,8.6887
-0.47072,-7.8846,8.6299
-6.1194,-7.3942,8.8652
-12.533,-6.3547,10.16
-18.966,-4.8053,12.984
-23.928,-2.7851,16.985
-23.928,-2.7851,16.985
-26.066,-0.15691,20.731
-24.811,3.0008,22.81
-20.692,6.4332,22.889
-15.671,9.434,21.849
-11.631,11.238,20.829
-10.297,11.611,20.417
-10.297,11.611,20.417
-11.788,11.199,20.516
-14.906,10.925,20.3
-18.025,11.14,19.476
-20.535,12.317,18.064
-21.732,13.592,16.691
-20.319,14.494,15.259
-17.338,15.436,14.004
-17.338,15.436,14.004
-13.925,16.338,13.317
-10.572,17.005,12.572
-7.6296,17.593,11.572
-5.6094,17.946,10.434
-4.5307,18.064,8.8064
-4.2561,17.907,6.9627
-4.2561,17.907,6.9627
-4.3934,17.75,5.021
-4.3149,17.907,2.9028
-4.2757,18.064,1.0591
-4.5503,18.142,-0.23537
-5.3152,17.868,-1.2945
-6.3939,17.22,-2.4321
-6.3939,17.22,-2.4321
-7.4923,16.514,-3.3147
-8.1787,16.083,-3.8442
-8.3553,15.691,-3.6088
-8.1003,15.259,-2.6086
-8.1199,14.377,-0.7453
-8.8456,13.396,2.1378
-8.8456,13.396,2.1378
-10.042,12.945,4.5307
-12.101,12.572,6.237
-14.416,12.317,7.708
-16.691,11.846,8.9829
-18.299,11.199,9.6694
-19.201,10.885,9.689
-19.201,10.885,9.689
-20.104,11.023,9.2379
-21.594,11.435,8.6102
-22.732,11.238,8.2376
-23.536,10.258,8.1787
-23.752,9.7674,7.8257
-23.144,9.5321,7.9238
-22.163,9.3163,9.0613
-22.163,9.3163,9.0613
-21.104,9.1006,11.258
-19.358,8.4926,14.082
-16.671,7.002,16.514
-12.866,5.3544,17.887
-8.7672,4.4718,17.966
-5.5702,4.1973,16.887
-5.5702,4.1973,16.887
-4.3934,3.7657,15.357
-3.7461,2.6282,12.984
-4.3542,0.62762,10.748
-5.021,-1.216,8.2572
-5.5702,-2.9616,5.7663
-5.5113,-4.4522,3.2362
-5.5113,-4.4522,3.2362
-4.668,-5.4721,1.0591
-2.9812,-6.2174,-0.45111
-0.60802,-7.1392,-1.1376
1.7652,-8.1984,-1.0591
3.8834,-9.081,-0.43149
5.629,-9.6105,0.60802
5.629,-9.6105,0.60802
7.0804,-9.9439,2.3536
8.0807,-10.042,4.3934
8.7279,-9.8655,6.3351
8.7083,-9.5321,7.9826
8.1395,-9.3752,9.4732
7.2373,-9.5517,10.454
5.6682,-9.5517,10.983
5.8644,-9.6497,10.983
4.1384,-9.5713,11.258
1.5691,-9.4144,10.807
-1.9221,-9.0221,10.473
-5.6879,-8.3356,10.277
-7.8257,-7.6688,10.081
-7.1589,-6.9627,9.689
-7.1589,-6.9627,9.689
-4.5503,-5.7075,9.1594
-2.1771,-3.9423,8.5906
-2.2359,-2.8047,8.6102
-5.3937,-2.9812,9.7674
-11.336,-3.1185,11.297
-18.79,-2.4124,12.435
-18.79,-2.4124,12.435
-25.733,-0.52956,12.592
-30.204,2.7851,11.827
-31.617,6.7666,10.63
-31.185,10.493,9.4928
-29.773,13.592,8.8652
-28.224,16.161,8.9241
-28.224,16.161,8.9241
-26.596,18.025,9.434
-24.85,19.378,10.905
-22.712,20.28,13.004
-20.084,20.81,14.867
-17.436,20.829,15.338
-14.808,20.614,14.651
-14.808,20.614,14.651
-12.631,20.084,12.807
-11.062,19.045,10.179
-9.9832,17.515,7.1392
-9.2379,16.161,3.7854
-9.0221,14.906,0.62762
-9.081,13.788,-2.2751
-9.081,12.847,-4.7072
-9.0417,12.611,-4.7072
-8.4926,11.591,-6.9627
-7.0412,11.278,-8.7868
-5.374,11.317,-10.062
-4.1188,11.395,-10.611
-4.2757,11.435,-10.297
-5.6682,11.376,-9.2379
-5.6682,11.376,-9.2379
-7.1,11.376,-7.6688
-8.3749,11.65,-5.9232
-9.8263,12.023,-4.3149
-11.709,12.435,-2.4321
-13.631,12.768,0.019608
-15.122,12.631,2.9224
-15.122,12.631,2.9224
-15.867,12.533,5.8251
-16.357,12.592,8.1395
-16.338,13.2,9.5517
-16.848,14.455,9.8655
-18.691,15.377,9.3752
-21.653,15.24,8.9633
-21.653,15.24,8.9633
-24.124,14.239,9.2182
-25.38,12.964,10.022
-25.458,11.67,11.376
-24.811,10.827,12.964
-24.026,10.062,14.632
-22.987,8.8456,15.749
-22.987,8.8456,15.749
-21.182,7.1196,15.769
-18.025,5.2564,14.494
-14.239,3.7265,12.533
-10.434,2.7655,10.572
-7.453,2.079,9.1594
-5.5309,1.4514,8.4926
-4.5307,0.84337,8.218
-4.5307,0.84337,8.218
-4.0403,0.15691,7.7473
-3.7265,-0.64723,7.1589
-3.1577,-1.6475,6.2174
-2.2359,-2.687,4.9229
-0.92183,-3.8246,3.3735
0.47072,-5.0014,1.7064
0.47072,-5.0014,1.7064
1.824,-6.2959,0.11768
2.8243,-7.5511,-1.0787
3.8246,-8.5906,-1.5887
4.7268,-9.3359,-1.2945
5.5506,-9.7478,-0.15691
6.0997,-9.9636,1.6475
6.0997,-9.9636,1.6475
6.5508,-10.258,3.7069
7.0412,-10.395,5.7467
7.453,-10.375,7.3942
7.8061,-10.16,8.3553
7.61,-9.5909,8.4337
6.3547,-9.081,8.0415
6.3547,-9.081,8.0415
4.0403,-8.8848,7.8453
1.0395,-8.5906,8.1003
-2.0005,-8.1591,8.6102
-3.6285,-7.453,8.7672
-3.1774,-6.0605,7.3158
-2.3928,-4.0403,5.1191
-2.3928,-4.0403,5.1191
-3.3735,-1.9025,3.7854
-6.9823,-0.15691,5.1583
-12.945,1.6867,9.3359
-20.182,3.5304,15.22
-26.694,5.884,20.79
-30.499,9.1202,24.32
-30.558,12.69,24.438
-30.558,12.69,24.438
-27.969,15.828,22.202
-24.752,18.083,19.182
-21.83,19.496,16.534
-19.496,20.025,14.926
-17.848,20.182,14.22
-16.789,20.143,13.984
-16.789,20.143,13.984
-15.848,20.084,13.788
-14.455,19.829,13.317
-12.474,19.319,12.553
-10.219,18.672,11.121
-7.9434,17.887,9.3359
-6.139,17.005,7.2961
-6.139,17.005,7.2961
-4.9033,16.044,5.1583
-3.9227,15.161,3.1185
-3.1774,14.278,1.1964
-2.6478,13.474,-0.2942
-2.1182,12.886,-1.3925
-1.6671,12.356,-2.0986
-1.6671,12.356,-2.0986
-1.6475,11.846,-2.5301
-1.9809,11.435,-2.6086
-2.4321,11.062,-2.7066
-2.8635,10.787,-2.589
-3.5892,10.572,-2.2359
-4.6876,10.375,-1.471
-4.6876,10.375,-1.471
-6.237,10.454,-0.64723
-8.0022,10.611,0.19614
-9.5517,10.728,1.7064
-10.885,10.807,3.8442
-12.003,11.121,6.139
-12.827,11.748,8.218
-13.337,13.141,9.8655
-13.337,13.141,9.8655
-13.69,15.279,10.591
-14.886,17.613,10.238
-17.632,18.299,9.6105
-20.28,17.044,9.081
-21.163,15.279,8.6102
-20.182,14.22,9.179
-20.182,14.22,9.179
-18.162,13.984,11.395
-16.044,13.651,14.985
-14.18,12.945,18.652
-12.69,11.415,20.594
-11.042,9.4144,20.319
-9.0221,7.5119,18.103
-9.0221,7.5119,18.103
-7.2373,5.8644,14.788
-6.0801,4.2953,11.219
-5.6486,2.942,7.9042
-5.6879,1.5691,5.2956
-5.7467,0.19614,3.2166
-5.7271,-1.0983,1.8829
-5.7271,-1.0983,1.8829
-5.5309,-2.3928,1.0003
-5.0014,-3.7265,0.56879
-4.0011,-4.9426,0.25497
-2.2555,-5.8055,-0.078461
-0.21574,-6.4332,-0.66685
1.6867,-6.845,-1.5298
1.6867,-6.845,-1.5298
3.2558,-7.2961,-2.2163
4.4326,-7.708,-2.687
5.2171,-8.1003,-2.3536
5.8251,-8.5318,-1.2356
6.4724,-8.9241,0.58839
7.1392,-8.8848,2.5497
8.0807,-8.571,4.2561
7.9238,-8.5906,4.2561
8.4141,-8.1003,5.7859
8.1984,-7.61,6.6097
6.9235,-7.2961,6.7077
4.8445,-7.0412,6.3939
2.2555,-6.8058,6.0801
-0.8826,-6.7077,5.629
-0.8826,-6.7077,5.629
-3.4519,-6.3743,4.9033
-4.2757,-5.2956,4.1188
-3.6873,-3.0401,4.0796
-3.3735,-0.25497,4.9818
-4.7856,2.1378,7.355
-8.7868,3.9619,11.082
-8.7868,3.9619,11.082
-14.69,5.6879,15.298
-21.418,7.355,19.809
-26.517,9.2379,23.575
-28.165,11.807,24.379
-26.086,14.69,22.3
-22.693,17.142,19.123
-22.693,17.142,19.123
-19.339,18.848,16.338
-16.711,19.692,14.867
-15.161,19.868,14.533
-14.357,19.711,14.632
-13.631,19.535,14.396
-12.454,19.358,13.847
-12.454,19.358,13.847
-11.003,18.966,12.925
-9.3948,18.299,12.023
-7.7276,17.534,10.866
-6.1586,16.711,9.3555
-4.7072,15.848,7.3746
-3.3931,15.063,4.9622
-2.4517,14.435,2.4713
-2.3536,14.357,2.4713
-1.6279,13.572,0.25497
-1.3141,12.788,-1.5887
-1.4318,12.199,-3.0989
-2.1575,11.709,-4.06
-3.5304,11.454,-4.4914
-5.3348,11.16,-4.4718
-5.3348,11.16,-4.4718
-7.0216,10.768,-3.6481
-7.8453,10.277,-2.4321
-7.5315,10.062,-0.96104
-6.5901,10.062,0.62762
-5.8251,10.081,1.9809
-5.9232,10.16,3.2166
-5.9232,10.16,3.2166
-7.1196,10.277,4.2365
-9.081,10.572,5.276
-11.219,11.199,6.747
-12.729,12.023,8.3553
-13.553,13.259,9.1986
-14.396,14.808,9.0417
-14.396,14.808,9.0417
-15.377,15.495,8.1003
-16.377,15.043,6.6097
-17.593,14.024,5.3348
-18.123,12.906,5.276
-17.417,12.592,7.6492
-16.161,12.984,11.984
-16.161,12.984,11.984
-15.357,13.062,16.711
-14.73,12.337,20.241
-13.965,10.63,21.28
-12.356,8.2376,19.868
-10.042,5.8055,16.554
-7.1,3.8442,12.16
-4.2953,2.942,7.8846
-4.2953,2.942,7.8846
-2.5693,2.3928,4.2561
-1.7848,1.6279,1.8436
-1.6083,0.68646,0.62762
-1.4514,-0.15691,0.1373
-1.0395,-0.96104,0.058838
-0.41188,-1.7456,-0.03923
-0.41188,-1.7456,-0.03923
0.54918,-2.4321,-0.058838
1.7652,-2.9812,-0.11768
3.0597,-3.3735,-0.1373
3.8246,-3.9227,0.078461
4.3542,-4.5895,0.098068
4.9426,-5.1779,0.27458
4.9426,-5.1779,0.27458
5.5506,-5.4917,0.54918
5.7859,-5.5702,1.2945
5.3937,-5.7075,2.7262
4.4914,-5.6682,4.4914
3.4127,-5.6486,6.2566
2.3536,-5.7467,7.3942
2.3536,-5.7467,7.3942
1.8436,-5.5506,7.1981
1.3925,-5.1583,5.884
0.50995,-4.413,4.2561
-1.118,-3.5304,2.8831
-3.1774,-2.6478,2.4124
-4.2561,-1.5495,2.5301
-4.2561,-1.5495,2.5301
-3.903,0.17651,2.8831
-3.4519,2.4713,3.6481
-4.2365,4.7268,5.2956
-7.3746,6.6881,7.7669
-12.337,8.7672,11.395
-18.123,10.748,15.24
-18.123,10.748,15.24
-22.712,12.592,18.535
-24.438,14.592,19.515
-22.653,16.436,17.789
-19.554,18.025,14.592
-16.907,18.79,11.846
-15.396,18.574,10.473
-14.475,17.809,10.12
-14.475,17.809,10.12
-13.553,17.064,9.9439
-12.258,16.554,9.1594
-10.827,16.181,8.0022
-9.3163,15.73,6.8254
-7.8649,15.122,5.7075
-6.845,14.278,4.7268
-6.845,14.278,4.7268
-6.0017,13.376,3.7854
-5.374,12.494,2.7459
-4.5895,11.788,1.471
-3.8442,11.16,0.1373
-3.3539,10.611,-1.1768
-3.295,10.16,-2.1967
-3.295,10.16,-2.1967
-3.4519,9.7282,-2.9224
-3.7069,9.5321,-3.2166
-4.1188,9.5713,-2.9028
-4.1776,9.787,-2.2555
-3.7461,9.9636,-1.4122
-3.0401,10.356,-0.7453
-3.0401,10.356,-0.7453
-2.589,10.728,-0.25497
-2.7655,11.121,0.17651
-3.9227,11.493,0.62762
-6.1194,11.866,1.0199
-8.7475,12.317,1.9221
-10.65,12.807,3.3147
-10.65,12.807,3.3147
-11.219,13.788,4.4718
-11.533,15.651,4.9426
-12.925,17.652,4.5111
-15.848,18.829,3.8442
-19.221,19.28,3.7657
-21.987,19.143,4.0207
-23.654,18.358,4.9426
-23.654,18.358,4.9426
-23.654,17.456,5.9821
-22.359,16.534,6.3351
-20.594,15.808,5.8644
-18.731,15.24,6.1586
-17.064,14.318,7.5903
-15.553,12.788,9.3948
-15.553,12.788,9.3948
-13.945,10.768,10.63
-11.729,8.316,10.473
-8.8456,5.9036,9.2967
-7.0608,2.9812,8.1787
-5.7075,1.4318,6.7077
-4.4522,0.60802,5.5506
-4.4522,0.60802,5.5506
-3.1577,-0.35304,4.3738
-2.4517,-1.9025,3.4323
-2.2555,-3.295,2.6674
-1.8633,-4.3738,1.9417
-0.98067,-5.4133,1.5495
0.33342,-6.3547,0.90221
0.33342,-6.3547,0.90221
1.9809,-6.9039,-0.078461
4.0207,-7.1,-0.7453
5.6486,-7.3354,-0.90221
6.747,-7.5707,-0.43149
7.2373,-7.5511,0.54918
7.002,-7.355,1.7848
7.002,-7.355,1.7848
6.4135,-7.3158,3.1577
5.6094,-7.4138,4.4914
4.7464,-7.4334,5.8055
4.0011,-7.2569,6.6489
3.2166,-6.5508,6.9431
1.6279,-5.6682,6.7666
-0.76492,-4.668,6.3547
-0.76492,-4.668,6.3547
-3.6285,-3.5304,6.2174
-5.629,-2.0986,6.3743
-5.6486,-0.15691,6.7862
-5.1779,2.4321,7.7276
-5.9428,5.1975,8.9437
-8.5906,7.5903,10.572
-8.5906,7.5903,10.572
-13.925,9.2182,13.082
-20.692,10.67,16.475
-25.478,12.278,20.006
-26.321,14.455,22.34
-23.948,16.946,21.653
-20.025,18.946,18.829
-20.025,18.946,18.829
-16.24,20.084,15.122
-13.514,19.966,12.101
-12.101,19.123,9.9832
-11.356,17.966,8.7672
-10.532,16.965,7.7865
-9.6497,16.103,6.8647
-9.6497,16.103,6.8647
-8.7279,15.416,5.8644
-7.6884,14.71,4.9426
-6.5312,14.043,4.1188
-5.276,13.553,3.4519
-3.9619,13.141,2.7262
-2.8243,12.631,1.8829
-2.8243,12.631,1.8829
-2.0986,12.121,0.72569
-1.7456,11.611,-0.41188
-1.7456,11.101,-1.4514
-2.0202,10.63,-2.2948
-2.4517,10.356,-2.7459
-2.7851,10.277,-2.7262
-3.0989,10.238,-2.2948
-3.0989,10.238,-2.2948
-3.0204,10.14,-2.0594
-2.8635,10.297,-2.0594
-2.8047,10.572,-2.1771
-3.197,10.65,-2.4124
-4.5307,10.67,-2.3928
-6.8058,10.944,-1.7456
-6.8058,10.944,-1.7456
-9.1986,11.435,-0.49033
-11.082,12.121,1.2749
-12.101,13.141,3.4519
-12.454,14.965,5.7859
-12.082,17.436,7.5707
-12.827,19.319,8.7672
-12.827,19.319,8.7672
-14.749,19.947,9.2182
-16.926,19.633,8.9241
-18.672,18.848,8.4729
-19.672,17.534,8.316
-19.79,16.24,8.7672
-18.986,14.926,10.179
-17.24,13.651,12.298
-17.24,13.651,12.298
-15.122,12.317,14.455
-12.651,10.65,15.828
-9.7086,8.571,15.926
-6.6293,6.5704,14.985
-4.0207,5.0406,13.102
-4.0207,5.0406,13.102
-2.7066,3.55,10.787
-2.5693,1.8633,8.4926
-3.0597,0.098068,6.3547
-3.6088,-1.7064,4.5111
-3.9815,-3.4127,2.7459
-3.9619,-4.7464,1.2552
-3.2754,-5.7271,-0.15691
-3.2754,-5.7271,-0.15691
-1.726,-6.2959,-1.2945
0.2942,-6.6489,-1.9417
2.4713,-6.9235,-2.079
4.6483,-7.002,-1.5887
6.4528,-6.9823,-0.47072
7.453,-7.002,1.0395
7.453,-7.002,1.0395
7.453,-7.2569,3.0204
6.7862,-7.453,5.0602
5.8448,-7.5315,7.2569
5.1191,-7.2569,9.0221
4.4914,-6.7274,9.8459
3.4127,-6.2174,9.6497
3.4127,-6.2174,9.6497
1.3533,-5.8644,8.8652
-1.3337,-5.4133,7.6492
-3.8442,-4.5307,6.2566
-4.7856,-3.1774,5.3544
-4.1188,-1.118,5.374
-3.3735,1.7652,5.9232
-3.3735,1.7652,5.9232
-4.7268,4.5111,7.3354
-8.571,6.7274,10.081
-14.612,8.571,14.298
-21.163,10.375,18.927
-25.497,12.141,22.614
-25.87,14.259,23.536
-25.87,14.259,23.536
-22.849,16.318,21.457
-18.378,17.73,17.495
-14.18,18.495,13.141
-11.591,18.338,9.3555
-11.003,17.299,6.747
-11.768,16.22,5.0995
-12.631,15.593,4.158
-12.631,15.593,4.158
-12.847,15.357,3.7854
-12.474,15.2,3.9423
-11.395,15.161,4.2561
-9.9439,15.063,4.2757
-8.3553,14.906,3.8834
-6.8058,14.494,3.1185
-6.8058,14.494,3.1185
-5.4133,13.906,2.0986
-4.3149,13.18,0.96104
-3.6481,12.278,0
-3.2362,11.395,-0.80414
-3.1381,10.728,-1.5691
-3.0401,10.395,-2.0986
-3.0401,10.395,-2.0986
-3.1185,10.219,-2.3536
-3.2362,10.179,-2.2948
-3.5304,10.12,-1.9809
-4.0207,10.022,-1.726
-4.9033,9.9439,-1.7456
-5.9624,9.9439,-1.5495
-5.9624,9.9439,-1.5495
-7.2569,10.062,-0.80414
-8.6887,10.513,0.7453
-9.6694,11.101,2.7851
-10.081,12.062,4.5111
-10.434,13.847,5.374
-11.611,16.299,5.5113
-11.611,16.299,5.5113
-14.024,18.299,5.5702
-16.907,19.456,6.0409
-19.28,19.751,7.0216
-20.751,19.143,8.1984
-20.555,17.828,9.1594
-19.103,16.652,9.4928
-16.965,15.514,9.7086
-16.965,15.514,9.7086
-14.592,13.749,10.768
-12.043,11.886,12.356
-9.3948,10.336,13.749
-7.2569,9.179,14.239
-5.5309,8.1984,13.71
-4.3934,6.8254,12.043
-4.3934,6.8254,12.043
-3.6677,5.2368,9.4732
-2.9812,3.5304,6.9039
-2.4909,2.2948,4.5503
-2.1182,1.1376,2.7066
-1.9025,0.058838,1.4514
-2.0202,-1.1964,0.82376
-2.0202,-2.7655,0.90221
-2.0594,-2.6086,0.90221
-1.7456,-4.0992,1.118
-0.62762,-5.3937,1.1572
0.8826,-6.237,1.0983
2.334,-6.9039,0.96104
3.1774,-7.5511,1.0003
3.1774,-7.5511,1.0003
3.2754,-8.2572,1.471
2.9812,-9.0613,2.079
2.7066,-9.5909,2.8243
2.6674,-9.8263,3.6677
2.9616,-9.5517,4.3345
3.55,-8.8652,4.6483
3.55,-8.8652,4.6483
3.805,-7.9042,4.7856
3.1774,-6.7862,4.766
1.4514,-5.7271,4.8249
-0.80414,-4.4914,4.8837
-2.5301,-3.0204,5.2171
-2.7851,-0.66685,6.3547
-2.2555,2.1575,8.2964
-2.2555,2.1575,8.2964
-2.5497,4.8053,10.925
-4.8053,6.8843,13.945
-9.0221,8.4141,16.867
-14.102,9.8459,19.319
-17.809,11.435,20.81
-19.437,13.082,20.79
-19.437,13.082,20.79
-19.28,14.357,19.162
-17.927,15.279,16.338
-16.299,15.828,12.788
-15.063,16.024,9.3359
-14.239,15.906,6.6685
-13.769,15.495,4.8837
-13.769,15.495,4.8837
-13.553,15.475,4.2757
-13.278,15.691,4.7856
-12.788,15.867,5.7467
-11.807,16.122,6.9235
-10.395,16.279,7.4923
-8.4926,16.397,7.2961
-8.4926,16.397,7.2961
-6.6685,16.22,6.2959
-5.2956,15.749,4.9622
-4.4326,14.985,3.2362
-4.158,14.22,1.4514
-4.3542,13.396,-0.15691
-4.8053,12.749,-1.3729
-4.8053,12.749,-2.0005
-5.3937,12.533,-2.1575
-6.1782,12.435,-2.4713
-6.6489,12.18,-2.3732
-6.4528,11.846,-2.079
-5.6879,11.572,-1.7652
-4.9818,11.317,-1.2749
-4.7072,11.042,-0.41188
-4.7072,11.042,-0.41188
-5.021,10.827,0.54918
-6.2566,10.728,1.7848
-8.1395,10.768,3.3343
-9.9439,10.65,5.1779
-11.062,10.493,7.355
-11.278,10.748,9.179
-11.278,10.748,9.179
-10.807,11.984,10.199
-10.081,14.259,10.081
-10.297,16.416,8.9437
-12.337,17.495,7.2373
-14.749,17.456,5.7859
-16.279,16.671,5.2564
-16.279,16.671,5.2564
-16.534,15.965,5.6879
-16.318,15.338,6.845
-15.828,14.514,8.4533
-14.769,13.102,10.258
-12.69,11.533,11.278
-9.8655,10.199,10.964
-9.8655,10.199,10.964
-6.747,9.0613,9.5909
-4.3542,8.1199,7.6884
-2.9616,7.2373,6.0605
-2.4321,6.2959,5.0995
-2.5105,5.0602,4.9622
-2.8047,3.5696,5.2171
-3.4323,1.6867,5.2956
-3.2166,1.8436,5.2956
-3.3539,0.03923,5.0995
-3.0401,-1.6083,4.4914
-2.2163,-3.0989,3.4912
-1.0199,-4.3149,2.3536
0.50995,-5.2171,1.1768
1.9809,-6.0017,0.058838
1.9809,-6.0017,0.058838
3.2166,-6.5901,-0.54918
4.158,-7.1196,-0.47072
4.9818,-7.4727,0.27458
5.629,-7.7865,1.5887
5.9624,-8.0218,3.0597
6.1586,-8.1003,4.3149
6.1586,-8.1003,4.3149
6.0801,-8.1003,5.3348
5.5113,-7.8453,5.9036
4.2757,-7.4334,5.9036
2.589,-6.7077,5.6094
0.49033,-5.5506,5.5309
-1.2945,-4.1188,5.4133
-1.2945,-4.1188,5.4133
-1.5887,-2.3536,5.1191
-0.82376,0.11768,5.3544
-0.68646,2.9812,6.2566
-3.0989,5.1583,8.1591
-8.0022,6.8254,11.121
-13.965,8.6495,14.985
-13.965,8.6495,14.985
-19.103,10.532,18.809
-21.477,12.474,21.398
-20.359,14.553,21.633
-16.887,16.24,19.731
-13.239,17.24,17.024
-10.63,17.436,14.22
-9.689,16.809,12.101
-9.5713,16.848,12.101
-9.7282,15.985,10.728
-10.395,15.24,9.6694
-10.925,14.906,8.9437
-11.042,14.769,8.4729
-10.866,14.71,8.0415
-10.277,14.494,7.61
-10.277,14.494,7.61
-9.081,14.377,6.9039
-7.5315,14.18,5.9821
-5.8448,13.847,4.9426
-4.4718,13.357,3.8246
-3.5892,12.729,2.9224
-3.3343,11.984,2.1575
-3.3343,11.984,2.1575
-3.4323,11.336,1.4906
-3.6285,10.944,0.92183
-3.7854,10.572,0.37265
-3.7069,10.473,-0.03923
-3.4323,10.513,-0.41188
-2.8831,10.572,-0.62762
-2.8831,10.572,-0.62762
-2.3536,10.63,-0.70609
-2.0202,10.65,-0.60802
-2.0594,10.728,-0.50995
-2.687,10.807,-0.41188
-3.8638,10.827,-0.41188
-5.5113,11.062,-0.19614
-5.5113,11.062,-0.19614
-7.355,11.709,0.39227
-8.8848,12.866,1.6475
-9.8263,14.671,2.9616
-10.572,17.064,4.1384
-12.043,18.966,5.3544
-13.808,20.182,6.2959
-16.004,20.359,6.5704
-16.004,20.359,6.5704
-18.123,20.064,6.4528
-19.574,19.613,7.2177
-19.809,18.966,9.2379
-19.045,18.025,12.278
-17.397,16.495,15.534
-15.083,14.651,18.123
-15.083,14.651,18.123
-12.415,12.749,19.574
-9.5321,11.121,19.437
-7.1196,9.3948,17.946
-5.4721,7.453,15.808
-4.6876,5.5309,13.553
-4.4718,3.4323,11.435
-4.4718,3.4323,11.435
-4.5699,1.4318,9.3948
-4.4914,-0.47072,7.4138
-4.06,-2.0986,5.4917
-3.1774,-3.4127,3.4912
-2.1967,-4.3345,1.4318
-1.0199,-5.276,-0.17651
-1.0199,-5.276,-0.17651
0.17651,-6.237,-1.4906
1.2552,-7.2373,-2.3732
2.1771,-8.1984,-2.8243
3.0008,-8.7672,-2.8243
3.805,-9.0417,-2.4124
4.7464,-9.1594,-1.3729
4.7464,-9.1594,-1.3729
5.6486,-9.0221,-0.37265
6.6293,-8.8456,0.90221
7.4334,-8.5318,2.1378
7.8649,-8.1591,3.3539
7.5707,-7.5511,4.3542
6.2174,-6.8843,4.8249
3.5304,-6.3351,5.4917
3.5304,-6.3351,5.4917
0.27458,-5.6094,6.0605
-2.9224,-4.7268,6.747
-4.6876,-3.7069,7.4923
-4.0796,-2.079,7.2373
-1.8633,0.21574,5.9624
-0.98067,2.7851,4.6483
-0.98067,2.7851,4.6483
-3.55,4.3934,5.1779
-9.1202,5.2564,8.7868
-15.808,6.2763,14.769
-21.496,7.7865,20.869
-24.222,9.9636,25.262
-23.261,12.474,26.046
-23.261,12.474,26.046
-19.79,14.847,23.34
-16.299,16.612,18.691
-14.063,17.711,14.122
-13.592,17.848,10.709
-14.455,17.319,9.0025
-15.534,16.769,9.0025
-15.534,16.769,9.0025
-15.691,16.534,9.9832
-14.357,16.534,11.219
-12.141,16.769,12.278
-9.4144,16.965,12.925
-6.6097,16.946,12.768
-4.1776,16.73,11.866
-4.1776,16.73,11.866
-2.5693,16.22,10.317
-1.7652,15.514,8.3356
-1.6083,14.573,6.0997
-1.8436,13.533,4.0207
-2.334,12.651,2.2359
-3.0204,11.984,0.86299
-3.6481,11.435,0
-3.6481,11.435,0
-4.0207,11.042,-0.39227
-4.1188,10.63,-0.23537
-3.7657,10.317,0.41188
-3.0597,10.16,1.118
-2.3144,9.9047,2.0005
-1.9613,9.6497,2.7262
-1.9613,9.6497,2.7262
-2.4517,9.5125,2.6674
-4.06,9.3163,2.1967
-6.1586,9.4928,1.6867
